"incubation_time_days","alpha","FL_ppm","deltaH_ppm","F0_ppm","Ft_ppm","growth_rate_day","growth_rate_year","TG_days","TG_years","growth_rate_error_day","growth_rate_error_year","TG_error_days","TG_error_years","growth_rate_SNR","Detection_Limit"
70,0.76,10000,15.6,95,110.6,2.97253939156825e-05,0.0108497687792241,23318.3513909383,63.8858942217489,4.19838130209097e-06,0.0015324091752632,3293.45780086207,9.02317205715635,7.08020348244168,"Above"
70,0.76,10000,156,95,251,0.000300074507695587,0.109527195308889,2309.9169132458,6.32853948834467,4.05455147988001e-05,0.014799112901562,312.111718883555,0.855100599680974,7.40092977446836,"Above"
70,0.76,10000,1555,95,1650,0.00331683207896981,1.21064370882398,208.978677260994,0.572544321262998,0.000498904444260055,0.18210012215492,31.4337260249486,0.0861197973286263,6.64823117358503,"Above"
70,0.76,1e+05,1.56,95,96.56,2.93603099885896e-07,0.000107165131458352,2360830.59350982,6468.02902331459,1.38590204529456e-07,5.05854246532513e-05,1114388.76136212,3053.1198941428,2.11849820759514,"Above"
70,0.76,1e+05,15.6,95,110.6,2.93630257297765e-06,0.00107175043913684,236061.224391135,646.743080523659,4.09143216557697e-07,0.00014933727404356,32892.675823253,90.1169200637069,7.17671087811759,"Above"
70,0.76,1e+05,156,95,251,2.93902200352884e-05,0.0107274303128803,23584.2800675767,64.6144659385663,3.87836042820702e-06,0.00141560155629556,3112.20325781898,8.5265842679972,7.57800121451723,"Above"
70,0.76,1e+05,1555,95,1650,0.000295698363978777,0.107929902852254,2344.10218316153,6.42219776208639,3.93637144199118e-05,0.0143677557632678,312.049642979036,0.854930528709688,7.5119527802793,"Above"
80,0.56,3700,1.56,95,96.56,9.86732297648356e-06,0.0036015728864165,70246.7307710408,192.456796632988,4.84719241990975e-06,0.00176922523326706,34507.7810595975,94.5418659167054,2.03567800113602,"Above"
80,0.56,3700,15.6,95,110.6,9.90255026549613e-05,0.0361443084690609,6999.6835358171,19.1772151666222,1.93462753956627e-05,0.0070613905194169,1367.504347221,3.74658725266027,5.11858229192591,"Above"
80,0.56,3700,156,95,251,0.00102743429303761,0.375013516958728,674.638938233854,1.84832585817494,0.000202746282078811,0.074002392958766,133.128256862167,0.364734950307308,5.0675863572099,"Above"
80,0.56,3700,1555,95,1650,0.0193041313641826,7.04600794792664,35.9066754925855,0.0983744534043439,0.00871850035946462,3.18225263120459,16.2168583130413,0.044429748802853,2.21415731700079,"Above"
80,0.56,10000,1.56,95,96.56,3.54273632422725e-06,0.00129309875834295,195653.053776486,536.035763771195,1.73039238670037e-06,0.000631593221145637,95563.5767681234,261.818018542804,2.04736009673666,"Above"
80,0.56,10000,15.6,95,110.6,3.54726280404476e-05,0.0129475092347634,19540.3390966574,53.5351756072806,6.65997803060118e-06,0.00243089198116943,3668.69432244619,10.0512173217704,5.32623799620036,"Above"
80,0.56,10000,156,95,251,0.000359339282819128,0.131158838228982,1928.94908433609,5.28479201187971,6.63461268851755e-05,0.0242163363130891,356.148928946416,0.975750490264154,5.4161305216962,"Above"
80,0.56,10000,1555,95,1650,0.00414926489077016,1.51448168513111,167.053007895885,0.457679473687356,0.00089529657500641,0.32678324987734,36.0454176223837,0.0987545688284484,4.63451442416213,"Above"
80,0.56,1e+05,1.56,95,96.56,3.48810876910559e-07,0.000127315970072354,1987171.92164188,5444.30663463529,1.69973308517565e-07,6.20402576089114e-05,968336.162869393,2652.97578868327,2.05215089329459,"Above"
80,0.56,1e+05,15.6,95,110.6,3.48854685504195e-06,0.00127331960209031,198692.23758831,544.362294762492,6.43830445466057e-07,0.000234998112595111,36669.7416295963,100.465045560538,5.41842480362459,"Above"
80,0.56,1e+05,156,95,251,3.49293579963507e-05,0.012749215668668,19844.2576766616,54.3678292511278,6.25882324216793e-06,0.00228447048339129,3555.79685098236,9.74190918077358,5.58081873298788,"Above"
80,0.56,1e+05,1555,95,1650,0.000352615100401412,0.128704511646515,1965.73311741578,5.38557018470076,6.39732450006913e-05,0.0233502344252523,356.633411851209,0.977077840688244,5.51191518262989,"Above"
80,0.76,3700,1.56,95,96.56,7.17909467421928e-06,0.00262036955609004,96550.7786168489,264.522681142052,3.4037949592998e-06,0.00124238516014443,45777.2279773202,125.417062951562,2.10914428162151,"Above"
80,0.76,3700,15.6,95,110.6,7.19771662460499e-05,0.0262716656798082,9630.09822018361,26.3838307402291,1.05523519795677e-05,0.00385160847254222,1411.83921675665,3.86805264864835,6.82095957237,"Above"
80,0.76,3700,156,95,251,0.000739131540335281,0.269783012222377,937.785959242821,2.56927660066526,0.000105907986268054,0.0386564149878397,134.372594151252,0.368144093565075,6.97899720673125,"Above"
80,0.76,3700,1555,95,1650,0.0106173209001811,3.87532212856612,65.2845653886302,0.178861822982548,0.00232552748406622,0.848817531684171,14.2993748162955,0.0391763693597137,4.56555382506879,"Above"
80,0.76,10000,1.56,95,96.56,2.59853789870668e-06,0.000948466333027939,266745.072644479,730.808418204051,1.22797701774191e-06,0.000448211611475796,126054.278048568,345.354186434434,2.11611281087741,"Above"
80,0.76,10000,15.6,95,110.6,2.60097196762222e-05,0.0094935476818211,26649.5444467867,73.0124505391416,3.67358363932959e-06,0.0013408580283553,3763.95177241379,10.3121966367501,7.08020348244168,"Above"
80,0.76,10000,156,95,251,0.000262565194233639,0.0958362958952782,2639.90504370949,7.2326165581082,3.54773254489501e-05,0.0129492237888668,356.699107295492,0.977257828206827,7.40092977446836,"Above"
80,0.76,10000,1555,95,1650,0.00290222806909859,1.05931324522098,238.832774012565,0.654336367157712,0.000436541388727548,0.159337606885555,35.924258314227,0.09842262551843,6.64823117358503,"Above"
80,0.76,1e+05,1.56,95,96.56,2.56902712400159e-07,9.37694900260582e-05,2698092.10686837,7392.03316950239,1.21266428963274e-07,4.42622465715949e-05,1273587.15584242,3489.27987902034,2.11849820759515,"Above"
80,0.76,1e+05,15.6,95,110.6,2.56926475135544e-06,0.000937781634244737,269784.256447012,739.134949169896,3.58000314487985e-07,0.000130670114788115,37591.6295122891,102.990765787094,7.17671087811759,"Above"
80,0.76,1e+05,156,95,251,2.57164425308773e-05,0.00938650152377023,26953.4629343734,73.8451039297901,3.39356537468114e-06,0.00123865136175862,3556.80372322169,9.74466773485394,7.57800121451724,"Above"
80,0.76,1e+05,1555,95,1650,0.00025873606848143,0.094438664995722,2678.97392361318,7.33965458524159,3.44432501174229e-05,0.0125717862928593,356.628163404613,0.9770634613825,7.5119527802793,"Above"
90,0.56,3700,1.56,95,96.56,8.77095375687427e-06,0.00320139812125911,79027.5721174209,216.513896212112,4.30861548436422e-06,0.00157264465179294,38821.2536920472,106.359599156294,2.03567800113602,"Above"
90,0.56,3700,15.6,95,110.6,8.80226690266322e-05,0.0321282741947208,7874.64397779424,21.57436706245,1.71966892405891e-05,0.00627679157281502,1538.44239062362,4.2149106592428,5.11858229192591,"Above"
90,0.56,3700,156,95,251,0.000913274927144544,0.333345348407759,758.968805513086,2.07936659044681,0.000180218917403388,0.0657799048522365,149.769288969938,0.410326819095721,5.0675863572099,"Above"
90,0.56,3700,1555,95,1650,0.0171592278792734,6.26311817593479,40.3950099291587,0.110671260079887,0.00774977809730189,2.82866900551519,18.2439656021715,0.0499834674032096,2.21415731700078,"Above"
90,0.56,10000,1.56,95,96.56,3.14909895486867e-06,0.00114942111852706,220109.685498547,603.040234242594,1.53812656595589e-06,0.000561416196573899,107509.023864139,294.545270860654,2.04736009673666,"Above"
90,0.56,10000,15.6,95,110.6,3.15312249248423e-05,0.0115088970975675,21982.8814837396,60.2270725581907,5.91998047164549e-06,0.0021607928721506,4127.28111275196,11.3076194869917,5.32623799620036,"Above"
90,0.56,10000,156,95,251,0.000319412695839225,0.116585633981317,2170.06771987811,5.94539101336467,5.89743350090449e-05,0.0215256322783014,400.667545064718,1.09771930154717,5.4161305216962,"Above"
90,0.56,10000,1555,95,1650,0.00368823545846236,1.34620594233876,187.93463388287,0.514889407898275,0.000795819177783476,0.290473999890969,40.5510948251816,0.111098889932004,4.63451442416213,"Above"
90,0.56,1e+05,1.56,95,96.56,3.10054112809386e-07,0.000113169751175426,2235568.41184712,6124.8449639647,1.51087385348947e-07,5.51468956523657e-05,1089378.18322807,2984.59776226868,2.05215089329459,"Above"
90,0.56,1e+05,15.6,95,110.6,3.10093053781507e-06,0.0011318396463025,223528.767286848,612.407581607804,5.72293729303161e-07,0.000208887211195654,41253.4593332958,113.023176255605,5.41842480362459,"Above"
90,0.56,1e+05,156,95,251,3.10483182189784e-05,0.0113326361499271,22324.7898862443,61.1638079075188,5.5633984374826e-06,0.00203064042968115,4000.27145735515,10.9596478283703,5.58081873298788,"Above"
90,0.56,1e+05,1555,95,1650,0.000313435644801255,0.114404010352458,2211.44975709275,6.05876645778835,5.68651066672812e-05,0.0207557639335576,401.21258833261,1.09921257077427,5.51191518262989,"Above"
90,0.76,3700,1.56,95,96.56,6.38141748819492e-06,0.00232921738319115,108619.625943955,297.588016284808,3.0255955193776e-06,0.00110434236457282,51499.3814744852,141.094195820507,2.10914428162151,"Above"
90,0.76,3700,15.6,95,110.6,6.39797033298222e-05,0.0233525917153851,10833.8604977066,29.6818095827577,9.37986842628242e-06,0.00342365197559308,1588.31911885123,4.35155922972939,6.82095957237,"Above"
90,0.76,3700,156,95,251,0.000657005813631361,0.239807121975447,1055.00920414817,2.89043617574842,9.41404322382703e-05,0.0343612577669687,151.169168420159,0.414162105260709,6.97899720673125,"Above"
90,0.76,3700,1555,95,1650,0.00943761857793879,3.44473078094766,73.4451360622089,0.201219550855367,0.0020671355413922,0.754504472608152,16.0867966683324,0.0440734155296779,4.56555382506879,"Above"
90,0.76,10000,1.56,95,96.56,2.30981146551705e-06,0.000843081184913724,300088.206725039,822.159470479558,1.09153512688169e-06,0.000398410321311819,141811.06280464,388.523459738739,2.11611281087741,"Above"
90,0.76,10000,15.6,95,110.6,2.31197508233086e-05,0.00843870905050764,29980.737502635,82.1390068565343,3.26540767940408e-06,0.00119187380298249,4234.44574396552,11.6012212163439,7.08020348244168,"Above"
90,0.76,10000,156,95,251,0.000233391283763234,0.0851878185735806,2969.89317417318,8.13669362787172,3.15354003990667e-05,0.0115104211456594,401.286495707428,1.09941505673268,7.40092977446836,"Above"
90,0.76,10000,1555,95,1650,0.00257975828364319,0.941611773529764,268.686870764136,0.736128413052426,0.000388036789980043,0.141633428342716,40.4147906035053,0.110725453708234,6.64823117358503,"Above"
90,0.76,1e+05,1.56,95,96.56,2.28357966577919e-07,8.33506578009406e-05,3035353.62022692,8316.03731569019,1.07792381300688e-07,3.9344219174751e-05,1432785.55032273,3925.43986389788,2.11849820759515,"Above"
90,0.76,1e+05,15.6,95,110.6,2.28379089009373e-06,0.000833583674884211,303507.288502888,831.526817816133,3.18222501767098e-07,0.000116151213144991,42290.5832013253,115.86461151048,7.17671087811759,"Above"
90,0.76,1e+05,156,95,251,2.28590600274465e-05,0.00834355691001798,30322.64580117,83.0757419210138,3.01650255527213e-06,0.00110102343267433,4001.4041886244,10.9627512017107,7.57800121451723,"Above"
90,0.76,1e+05,1555,95,1650,0.000229987616427938,0.0839454799961973,3013.84566406483,8.25711140839679,3.06162223265981e-05,0.0111749211492083,401.206683830189,1.09919639405531,7.5119527802793,"Above"
100,0.56,3700,1.56,95,96.56,7.89385838118684e-06,0.0028812583091332,87808.413463801,240.570995791236,3.8777539359278e-06,0.00141538018661365,43134.7263244968,118.177332395882,2.03567800113602,"Above"
100,0.56,3700,15.6,95,110.6,7.9220402123969e-05,0.0289154467752487,8749.60441977138,23.9715189582778,1.54770203165302e-05,0.00564911241553352,1709.38043402625,4.68323406582534,5.11858229192591,"Above"
100,0.56,3700,156,95,251,0.00082194743443009,0.300010813566983,843.298672792318,2.31040732271868,0.000162197025663049,0.0592019143670128,166.410321077709,0.455918687884135,5.0675863572099,"Above"
100,0.56,3700,1555,95,1650,0.015443305091346,5.63680635834131,44.8833443657319,0.12296806675543,0.0069748002875717,2.54580210496367,20.2710728913017,0.0555371860035663,2.21415731700079,"Above"
100,0.56,10000,1.56,95,96.56,2.8341890593818e-06,0.00103447900667436,244566.317220608,670.044704713993,1.3843139093603e-06,0.000505274576916509,119454.470960154,327.272523178505,2.04736009673666,"Above"
100,0.56,10000,15.6,95,110.6,2.83781024323581e-05,0.0103580073878107,24425.4238708218,66.9189695091008,5.32798242448094e-06,0.00194471358493554,4585.86790305774,12.564021652213,5.32623799620036,"Above"
100,0.56,10000,156,95,251,0.000287471426255302,0.104927070583185,2411.18635542012,6.60599001484964,5.30769015081404e-05,0.0193730690504712,445.18616118302,1.21968811283019,5.4161305216962,"Above"
100,0.56,10000,1555,95,1650,0.00331941191261613,1.21158534810489,208.816259869856,0.572099342109195,0.000716237260005128,0.261426599901872,45.0567720279796,0.12344321103556,4.63451442416213,"Above"
100,0.56,1e+05,1.56,95,96.56,2.79048701528447e-07,0.000101852776057883,2483964.90205235,6805.38329329412,1.35978646814052e-07,4.96322060871291e-05,1210420.20358674,3316.21973585409,2.05215089329459,"Above"
100,0.56,1e+05,15.6,95,110.6,2.79083748403356e-06,0.00101865568167225,248365.296985387,680.452868453115,5.15064356372845e-07,0.000187998490076089,45837.1770369954,125.581306950672,5.41842480362459,"Above"
100,0.56,1e+05,156,95,251,2.79434863970806e-05,0.0101993725349344,24805.3220958271,67.9597865639097,5.00705859373434e-06,0.00182757638671304,4444.74606372795,12.177386475967,5.58081873298788,"Above"
100,0.56,1e+05,1555,95,1650,0.00028209208032113,0.102963609317212,2457.16639676972,6.73196273087595,5.11785960005531e-05,0.0186801875402019,445.791764814011,1.2213473008603,5.51191518262989,"Above"
100,0.76,3700,1.56,95,96.56,5.74327573937543e-06,0.00209629564487203,120688.473271061,330.653351427565,2.72303596743984e-06,0.000993908128115541,57221.5349716502,156.771328689453,2.10914428162151,"Above"
100,0.76,3700,15.6,95,110.6,5.75817329968399e-05,0.0210173325438466,12037.6227752295,32.9797884252863,8.44188158365418e-06,0.00308128677803377,1764.79902094581,4.83506581081044,6.82095957237,"Above"
100,0.76,3700,156,95,251,0.000591305232268225,0.215826409777902,1172.23244905353,3.21159575083158,8.47263890144433e-05,0.0309251319902718,167.965742689065,0.460180116956344,6.97899720673125,"Above"
100,0.76,3700,1555,95,1650,0.00849385672014491,3.10025770285289,81.6057067357877,0.223577278728186,0.00186042198725298,0.679054025347337,17.8742185203694,0.0489704616996421,4.56555382506879,"Above"
100,0.76,10000,1.56,95,96.56,2.07883031896535e-06,0.000758773066422351,333431.340805598,913.510522755064,9.82381614193525e-07,0.000358569289180637,157567.847560711,431.692733043043,2.11611281087741,"Above"
100,0.76,10000,15.6,95,110.6,2.08077757409777e-05,0.00759483814545688,33311.9305584834,91.265563173927,2.93886691146368e-06,0.00107268642268424,4704.93971551724,12.8902457959377,7.08020348244168,"Above"
100,0.76,10000,156,95,251,0.000210052155386911,0.0766690367162225,3299.88130463686,9.04077069763524,2.83818603591601e-05,0.0103593790310934,445.873884119365,1.22157228525853,7.40092977446836,"Above"
100,0.76,10000,1555,95,1650,0.00232178245527887,0.847450596176787,298.540967515706,0.81792045894714,0.000349233110982039,0.127470085508444,44.9053228927837,0.123028281898038,6.64823117358503,"Above"
100,0.76,1e+05,1.56,95,96.56,2.05522169920128e-07,7.50155920208465e-05,3372615.13358546,9240.04146187798,9.7013143170619e-08,3.54097972572759e-05,1591983.94480303,4361.59984877542,2.11849820759515,"Above"
100,0.76,1e+05,15.6,95,110.6,2.05541180108435e-06,0.00075022530739579,337230.320558765,923.91868646237,2.86400251590388e-07,0.000104536091830492,46989.5368903614,128.738457233867,7.1767108781176,"Above"
100,0.76,1e+05,156,95,251,2.05731540247019e-05,0.00750920121901618,33691.8286679667,92.3063799122376,2.71485229974491e-06,0.000990921089406893,4446.00465402711,12.1808346685674,7.57800121451724,"Above"
100,0.76,1e+05,1555,95,1650,0.000206988854785144,0.0755509319965776,3348.71740451648,9.17456823155199,2.75546000939383e-05,0.0100574290342875,445.785204255766,1.22132932672813,7.5119527802793,"Above"
110,0.56,3700,1.56,95,96.56,7.17623489198804e-06,0.00261932573557563,96589.2548101811,264.628095370359,3.52523085084346e-06,0.00128670926055786,47448.1989569465,129.99506563547,2.03567800113602,"Above"
110,0.56,3700,15.6,95,110.6,7.20185473854264e-05,0.0262867697956806,9624.56486174852,26.3686708541055,1.40700184695729e-05,0.00513555674139411,1880.31847742887,5.15155747240787,5.11858229192591,"Above"
110,0.56,3700,156,95,251,0.000747224940390991,0.272737103242712,927.62854007155,2.54144805499055,0.000147451841511863,0.0538199221518298,183.05135318548,0.501510556672548,5.0675863572099,"Above"
110,0.56,3700,1555,95,1650,0.01403936826486,5.12436941667392,49.3716788023051,0.135264873430973,0.00634072753415609,2.31436554996697,22.2981801804319,0.0610909046039229,2.21415731700078,"Above"
110,0.56,10000,1.56,95,96.56,2.57653550852891e-06,0.000940435460613052,269022.948942668,737.049175185393,1.25846719032754e-06,0.000459340524469554,131399.91805617,359.999775496355,2.04736009673666,"Above"
110,0.56,10000,15.6,95,110.6,2.57982749385074e-05,0.00941637035255519,26867.966257904,73.6108664600109,4.84362038589176e-06,0.00176792144085049,5044.45469336351,13.8204238174343,5.32623799620036,"Above"
110,0.56,10000,156,95,251,0.000261337660232093,0.0953882459847139,2652.30499096213,7.2665890163346,4.8251728643764e-05,0.0176118809549739,489.704777301322,1.34165692411321,5.4161305216962,"Above"
110,0.56,10000,1555,95,1650,0.00301764719328739,1.1014412255499,229.697885856842,0.629309276320114,0.000651124781822844,0.237660545365338,49.5624492307776,0.135787532139117,4.63451442416213,"Above"
110,0.56,1e+05,1.56,95,96.56,2.53680637753134e-07,9.25934327798938e-05,2732361.39225759,7485.92162262353,1.23616951649138e-07,4.51201873519355e-05,1331462.22394542,3647.8417094395,2.05215089329459,"Above"
110,0.56,1e+05,15.6,95,110.6,2.53712498548505e-06,0.000926050619702045,273201.826683926,748.498155298427,4.68240323975314e-07,0.00017090771825099,50420.8947406949,138.139437645739,5.41842480362459,"Above"
110,0.56,1e+05,156,95,251,2.54031694518914e-05,0.00927215684994037,27285.8543054098,74.7557652203007,4.5518714488494e-06,0.00166143307883003,4889.22067010074,13.3951251235637,5.58081873298788,"Above"
110,0.56,1e+05,1555,95,1650,0.000256447345746482,0.0936032811974658,2702.88303644669,7.40515900396354,4.65259963641392e-05,0.0169819886729108,490.370941295412,1.34348203094634,5.51191518262989,"Above"
110,0.76,3700,1.56,95,96.56,5.22115976306857e-06,0.00190572331352003,132757.320598167,363.718686570321,2.47548724312713e-06,0.000903552843741401,62943.6884688152,172.448461558398,2.10914428162151,"Above"
110,0.76,3700,15.6,95,110.6,5.23470299971272e-05,0.0191066659489514,13241.3850527525,36.277767267815,7.67443780332198e-06,0.00280116979821252,1941.27892304039,5.31857239189148,6.82095957237,"Above"
110,0.76,3700,156,95,251,0.000537550211152931,0.19620582707082,1289.45569395888,3.53275532591474,7.70239900131303e-05,0.0281137563547925,184.762316957972,0.506198128651978,6.97899720673125,"Above"
110,0.76,3700,1555,95,1650,0.00772168792740446,2.81841609350263,89.7662774093665,0.245935006601004,0.00169129271568453,0.617321841224852,19.6616403724063,0.0538675078696063,4.56555382506879,"Above"
110,0.76,10000,1.56,95,96.56,1.88984574451395e-06,0.000689793696747592,366774.474886158,1004.86157503057,8.93074194721386e-07,0.000325972081073306,173324.632316782,474.862006347347,2.11611281087741,"Above"
110,0.76,10000,15.6,95,110.6,1.89161597645252e-05,0.00690439831405171,36643.1236143317,100.39211949132,2.6716971922397e-06,0.000975169475167492,5175.43368706897,14.1792703755314,7.08020348244168,"Above"
110,0.76,10000,156,95,251,0.000190956504897192,0.069699124287475,3629.86943510055,9.94484776739877,2.58016912356001e-05,0.00941761730099402,490.461272531301,1.34372951378439,7.40092977446836,"Above"
110,0.76,10000,1555,95,1650,0.00211071132298079,0.770409632887988,328.395064267277,0.899712504841854,0.000317484646347308,0.115881895916767,49.3958551820621,0.135331110087841,6.64823117358503,"Above"
110,0.76,1e+05,1.56,95,96.56,1.86838336291025e-07,6.81959927462241e-05,3709876.64694401,10164.0456080658,8.81937665187445e-08,3.21907247793418e-05,1751182.33928333,4797.75983365296,2.11849820759514,"Above"
110,0.76,1e+05,15.6,95,110.6,1.86855618280396e-06,0.000682023006723445,370953.352614641,1016.31055510861,2.60363865082171e-07,9.50328107549925e-05,51688.4905793976,141.612302957254,7.17671087811759,"Above"
110,0.76,1e+05,156,95,251,1.87028672951835e-05,0.00682654656274198,37061.0115347634,101.537017903461,2.46804754522265e-06,0.000900837354006267,4890.60511942982,13.3989181354242,7.57800121451724,"Above"
110,0.76,1e+05,1555,95,1650,0.000188171686168313,0.0686826654514342,3683.58914496812,10.0920250547072,2.50496364490348e-05,0.00914311730389771,490.363724681342,1.34346225940094,7.5119527802793,"Above"
120,0.56,3700,1.56,95,96.56,6.5782153176557e-06,0.00240104859094433,105370.096156561,288.685194949483,3.23146161327317e-06,0.00117948348884471,51761.6715893962,141.812798875058,2.03567800113602,"Above"
120,0.56,3700,15.6,95,110.6,6.60170017699742e-05,0.0240962056460406,10499.5253037257,28.7658227499333,1.28975169304418e-05,0.00470759367961127,2051.2565208315,5.6198808789904,5.11858229192591,"Above"
120,0.56,3700,156,95,251,0.000684956195358408,0.250009011305819,1011.95840735078,2.77248878726241,0.000135164188052541,0.0493349286391773,199.692385293251,0.547102425460962,5.0675863572099,"Above"
120,0.56,3700,1555,95,1650,0.012869420909455,4.69733863195109,53.8600132388783,0.147561680106516,0.00581233357297641,2.12150175413639,24.325287469562,0.0666446232042795,2.21415731700078,"Above"
120,0.56,10000,1.56,95,96.56,2.3618242161515e-06,0.000862065838895298,293479.580664729,804.053645656792,1.15359492446692e-06,0.000421062147430424,143345.365152185,392.727027814206,2.04736009673666,"Above"
120,0.56,10000,15.6,95,110.6,2.36484186936318e-05,0.00863167282317559,29310.5086449861,80.3027634109209,4.43998535373412e-06,0.00162059465411295,5503.04148366928,15.0768259826556,5.32623799620036,"Above"
120,0.56,10000,156,95,251,0.000239559521879418,0.0874392254859877,2893.42362650414,7.92718801781957,4.42307512567837e-05,0.016144224208726,534.223393419624,1.46362573539623,5.4161305216962,"Above"
120,0.56,10000,1555,95,1650,0.00276617659384677,1.00965445675407,250.579511843827,0.686519210531034,0.000596864383337607,0.217855499918226,54.0681264335755,0.148131853242673,4.63451442416213,"Above"
120,0.56,1e+05,1.56,95,96.56,2.32540584607039e-07,8.48773133815693e-05,2980757.88246282,8166.45995195294,1.1331553901171e-07,4.13601717392742e-05,1452504.24430409,3979.46368302491,2.05215089329459,"Above"
120,0.56,1e+05,15.6,95,110.6,2.3256979033613e-06,0.000848879734726874,298038.356382464,816.543442143738,4.29220296977371e-07,0.00015666540839674,55004.6124443944,150.697568340807,5.41842480362459,"Above"
120,0.56,1e+05,156,95,251,2.32862386642338e-05,0.00849947711244534,29766.3865149925,81.5517438766917,4.17254882811195e-06,0.00152298032226086,5333.69527647354,14.6128637711604,5.58081873298788,"Above"
120,0.56,1e+05,1555,95,1650,0.000235076733600941,0.0858030077643436,2948.59967612367,8.07835527705114,4.26488300004609e-05,0.0155668229501682,534.950117776813,1.46561676103237,5.51191518262989,"Above"
120,0.76,3700,1.56,95,96.56,4.78606311614619e-06,0.00174691303739336,144826.167925273,396.784021713078,2.2691966395332e-06,0.000828256773429618,68665.8419659803,188.125594427343,2.10914428162151,"Above"
120,0.76,3700,15.6,95,110.6,4.79847774973666e-05,0.0175144437865388,14445.1473302754,39.5757461103436,7.03490131971181e-06,0.00256773898169481,2117.75882513497,5.80207897297252,6.82095957237,"Above"
120,0.76,3700,156,95,251,0.00049275436022352,0.179855341481585,1406.67893886423,3.8539149009979,7.06053241787027e-05,0.0257709433252265,201.558891226878,0.552216140347612,6.97899720673125,"Above"
120,0.76,3700,1555,95,1650,0.00707821393345409,2.58354808571074,97.9268480829453,0.268292734473823,0.00155035165604415,0.565878354456114,21.4490622244432,0.0587645540395705,4.56555382506879,"Above"
120,0.76,10000,1.56,95,96.56,1.73235859913779e-06,0.000632310888685293,400117.608966718,1096.21262730608,8.18651345161271e-07,0.000298807740983864,189081.417072853,518.031279651651,2.11611281087741,"Above"
120,0.76,10000,15.6,95,110.6,1.73398131174815e-05,0.00632903178788073,39974.31667018,109.518675808712,2.44905575955306e-06,0.000893905352236868,5645.92765862069,15.4682949551252,7.08020348244168,"Above"
120,0.76,10000,156,95,251,0.000175043462822426,0.0638908639301854,3959.85756556424,10.8489248371623,2.36515502993e-05,0.00863281585924452,535.048660943238,1.46588674231024,7.40092977446836,"Above"
120,0.76,10000,1555,95,1650,0.00193481871273239,0.706208830147323,358.249161018847,0.981504550736568,0.000291027592485032,0.106225071257037,53.8863874713404,0.147633938277645,6.64823117358503,"Above"
120,0.76,1e+05,1.56,95,96.56,1.7126847493344e-07,6.25129933507054e-05,4047138.16030256,11088.0497542536,8.08442859755158e-08,2.95081643810633e-05,1910380.73376363,5233.91981853051,2.11849820759514,"Above"
120,0.76,1e+05,15.6,95,110.6,1.7128431675703e-06,0.000625187756163158,404676.384670518,1108.70242375484,2.38666876325324e-07,8.71134098587431e-05,56387.4442684337,154.48614868064,7.17671087811759,"Above"
120,0.76,1e+05,156,95,251,1.71442950205849e-05,0.00625766768251348,40430.1944015601,110.767655894685,2.2623769164541e-06,0.000825767574505745,5335.20558483253,14.6170016022809,7.57800121451723,"Above"
120,0.76,1e+05,1555,95,1650,0.000172490712320953,0.062959109997148,4018.46088541977,11.0094818778624,2.29621667449486e-05,0.00838119086190623,534.942245106919,1.46559519207375,7.5119527802793,"Above"
130,0.56,3700,1.56,95,96.56,6.07219875475911e-06,0.00221635254548708,114150.937502941,312.742294528606,2.98288764302139e-06,0.00108875398970281,56075.1442218459,153.630532114646,2.03567800113602,"Above"
130,0.56,3700,15.6,95,110.6,6.09387708645915e-05,0.0222426513655759,11374.4857457028,31.1629746457611,1.19054002434848e-05,0.00434547108887194,2222.19456423412,6.08820428557294,5.11858229192591,"Above"
130,0.56,3700,156,95,251,0.000632267257253915,0.230777548897679,1096.28827463001,3.00352951953428,0.00012476694281773,0.0455399341284714,216.333417401022,0.592694294249375,5.0675863572099,"Above"
130,0.56,3700,1555,95,1650,0.0118794654548816,4.33600489103178,58.3483476754514,0.159858486782059,0.00536523099043977,1.95830931151051,26.3523947586922,0.0721983418046361,2.21415731700079,"Above"
130,0.56,10000,1.56,95,96.56,2.18014543029369e-06,0.000795753082057198,317936.21238679,871.058116128192,1.06485685335408e-06,0.000388672751474238,155290.812248201,425.454280132056,2.04736009673666,"Above"
130,0.56,10000,15.6,95,110.6,2.18293095633524e-05,0.00796769799062362,31753.0510320683,86.994660361831,4.09844801883149e-06,0.0014959335268735,5961.62827397506,16.3332281478769,5.32623799620036,"Above"
130,0.56,10000,156,95,251,0.000221131866350232,0.0807131312178348,3134.54226204615,8.58778701930453,4.08283857754926e-05,0.0149023608080548,578.742009537926,1.58559454667925,5.4161305216962,"Above"
130,0.56,10000,1555,95,1650,0.00255339377893548,0.931988729311451,271.461137830813,0.743729144741953,0.000550951738465483,0.201097384539901,58.5738036363735,0.160476174346229,4.63451442416213,"Above"
130,0.56,1e+05,1.56,95,96.56,2.14652847329575e-07,7.83482892752948e-05,3229154.37266806,8846.99828128235,1.04598959087733e-07,3.81786200670224e-05,1573546.26466276,4311.08565661031,2.05215089329459,"Above"
130,0.56,1e+05,15.6,95,110.6,2.1467980646412e-06,0.000783581293594038,322874.886081003,884.58872898905,3.96203351056035e-07,0.000144614223135453,59588.330148094,163.255699035874,5.41842480362459,"Above"
130,0.56,1e+05,156,95,251,2.14949895362158e-05,0.00784567118071877,32246.9187245752,88.3477225330827,3.8515835336418e-06,0.00140582798977926,5778.16988284633,15.8306024187571,5.58081873298788,"Above"
